id,dominio_gabarito,features_refair,features_proxy_intersecao,features_dominio_ontologia,refair_dentro_do_dominio,refair_falsos_positivos
A28US5Ge,Social Networks,age; ethnicity; gender; geography; sex,age; gender; geography; sex,age; ethnicity; gender; geography; sex,Sim,
A28US6Ge,Social Networks,,age; gender; geography; sex,age; ethnicity; gender; geography; sex,—,
A28US7Ge,Social Networks,,age; gender; geography; sex,age; ethnicity; gender; geography; sex,—,
A28US8Ge,Social Networks,,age; gender; geography; sex,age; ethnicity; gender; geography; sex,—,
A28US9Ge,Social Networks,,age; gender; geography; sex,age; ethnicity; gender; geography; sex,—,
A28US10Ge,Social Networks,age; ethnicity; gender; geography; sex,age; gender; geography; sex,age; ethnicity; gender; geography; sex,Sim,
A28US1Ll,Social Networks,,age; gender; geography; sex,age; ethnicity; gender; geography; sex,—,
A28US2Ll,Social Networks,age; gender,age; gender; geography; sex,age; ethnicity; gender; geography; sex,Sim,
A28US3Ll,Social Networks,,age; gender; geography; sex,age; ethnicity; gender; geography; sex,—,
A28US4Ll,Social Networks,,age; gender; geography; sex,age; ethnicity; gender; geography; sex,—,
A28US5Ll,Social Networks,,age; gender; geography; sex,age; ethnicity; gender; geography; sex,—,
A28US6Ll,Social Networks,,age; gender; geography; sex,age; ethnicity; gender; geography; sex,—,
A28US7Ll,Social Networks,age; ethnicity; gender; race; sex,age; gender; geography; sex,age; ethnicity; gender; geography; sex,Não,race
A28US8Ll,Social Networks,geography; race,age; gender; geography; sex,age; ethnicity; gender; geography; sex,Não,race
A28US9Ll,Social Networks,,age; gender; geography; sex,age; ethnicity; gender; geography; sex,—,
